GalaxyId,e1,e2
410,0.0760844,-0.1328190
411,-0.0328828,-0.1135960
412,-0.0524712,-0.1231960
413,0.2109040,-0.1597660
414,-0.2062770,0.0929322
415,0.0280142,0.2197510
416,-0.0941579,0.1061230
417,0.0467667,-0.1424300
418,-0.1625220,-0.0370948
419,-0.0035814,-0.1289390
420,0.0751556,0.2290700
421,-0.1786040,0.0358823
422,-0.1217610,0.0603168
423,0.1433610,-0.0449474
424,0.0692629,-0.0266373
425,0.1145210,0.0140289
426,-0.1189580,-0.0260334
427,-0.3018640,0.0799484
428,0.1361260,0.1447730
429,-0.0534013,-0.1334590
430,-0.2404230,-0.1248610
431,-0.0363513,-0.0318002
432,0.0730304,-0.1129800
433,0.2692690,0.0776727
434,0.0833511,-0.1844140
435,-0.1426940,-0.2025910
436,0.2448660,-0.1489780
437,0.0252869,0.1988600
438,-0.0584520,0.0693401
439,-0.0043053,0.2323860
440,-0.0626163,0.4251150
441,0.1437480,0.1605750
442,-0.1524640,0.1019950
443,0.0903741,-0.0856557
444,-0.2164310,0.0860022
445,-0.1733700,-0.1504980
446,0.1914420,0.0320160
447,0.1376690,-0.0718031
448,0.1415870,-0.1947460
449,-0.2201190,-0.1810100
450,0.0205396,-0.0140537
451,0.2465070,0.0627301
452,-0.1891950,0.0371819
453,-0.1529770,0.1462330
454,0.0576380,0.0828340
455,0.2652100,0.0420591
456,-0.0800511,-0.1277280
457,-0.0390713,-0.1378840
458,0.0299505,0.0057258
459,0.0651316,-0.0256660
460,0.0238841,0.0064104
461,-0.2370900,0.1092830
462,0.3226290,-0.0015620
463,0.0775059,-0.0910634
464,-0.1130030,-0.0247144
465,-0.1876250,0.0751388
466,-0.1688840,0.0547114
467,0.0245314,-0.2092540
468,0.2702670,0.1492240
469,0.2028860,-0.1458490
470,0.0753865,-0.0131600
471,-0.3113900,-0.0667718
472,-0.3539000,0.0727349
473,-0.0100227,0.1824810
474,-0.0148708,0.2351260
475,0.1023360,-0.0623194
476,-0.1718490,0.1845350
477,0.0034373,0.0399684
478,0.2418540,-0.1708570
479,-0.1112000,-0.0541971
480,0.0363496,-0.0719037
481,-0.0937707,-0.1729460
482,0.1523740,-0.0627233
483,0.0058221,-0.0047894
484,-0.0889825,-0.0054857
485,-0.0202615,0.4500900
486,0.0086843,0.0748537
487,-0.2364070,-0.1149510
488,0.0242074,0.0408115
489,0.0984165,0.3173980
490,0.1379980,0.0656217
491,0.0374800,0.0123572
492,0.2487840,0.2296090
493,0.1493850,0.0576004
494,-0.0240283,-0.1398040
495,-0.2362730,-0.2475240
496,0.0239308,-0.0506702
497,0.0954641,-0.1073370
498,-0.0828920,0.2574940
499,-0.0924119,0.1683800
500,0.0232449,0.0311986
501,0.0913813,0.2236210
502,-0.4083600,-0.0971359
503,0.0070671,-0.0026194
504,0.3628800,-0.1407310
505,0.1557690,-0.1676820
506,-0.1393390,-0.3304410
507,-0.0599904,-0.1397970
508,-0.3528130,-0.2228630
509,0.1951410,-0.1211320
510,0.0415542,-0.1765210
511,-0.2645430,-0.0677824
512,0.1840220,-0.2667870
513,0.1431970,-0.0582030
514,0.1048350,0.0155867
515,0.0228004,0.0245920
516,0.0902187,0.0095419
517,-0.0558981,-0.0195669
518,-0.1670700,0.0112356
519,-0.1963040,0.1026360
520,-0.2316700,0.2970750
521,0.3149160,-0.0955895
522,-0.1419900,-0.1276680
523,0.1662340,-0.1314800
524,-0.1215180,0.1101140
525,-0.2118790,0.0825997
526,-0.0446335,0.1364030
527,0.0127883,-0.0086973
528,-0.0192052,0.0777054
529,0.1304930,-0.0715460
530,-0.2490520,-0.2286760
531,-0.1471230,-0.1048750
532,-0.1162450,0.0838458
533,0.1170530,0.0597844
534,0.2137080,-0.0169933
535,0.1621640,-0.3407690
536,-0.0782926,-0.2542890
537,0.1228740,0.0291932
538,0.1942080,-0.0011907
539,-0.1702260,-0.2824930
540,0.3372220,-0.0669098
541,-0.2245060,-0.1075280
542,-0.1354700,-0.1022260
543,-0.2685960,-0.0939535
544,0.1491680,0.1580940
545,0.0042546,-0.1107790
546,-0.0163319,-0.0264922
547,0.1014900,-0.0506801
548,-0.0649584,0.0330913
549,0.3183840,0.0427987
550,0.0180835,0.1064980
551,-0.1606000,0.0876643
552,-0.0131940,0.0847367
553,-0.0312088,0.1286780
554,0.3028240,0.0112661
555,0.1441620,-0.0123593
556,-0.2812900,0.0181105
557,-0.3063900,-0.0451980
558,0.0690304,0.2711190
559,0.0274194,-0.0337462
560,0.1576640,-0.0097526
561,-0.2185020,-0.0552491
562,0.1878580,-0.3103120
563,0.0217607,0.0864875
564,0.0233553,-0.0957566
565,0.1210650,0.1127140
566,0.0301978,0.1227500
567,0.0457769,0.0686592
568,-0.2312900,0.2160290
569,-0.2618310,-0.0331225
570,-0.1220420,-0.1904380
571,0.2117810,-0.2134300
572,0.1979640,0.0614763
573,0.0338548,-0.0730458
574,-0.0478949,-0.0526886
575,-0.0113402,-0.0838411
576,0.1767200,0.3500760
577,-0.1632340,0.2383580
578,-0.2624780,0.0897447
579,0.0350976,0.0997104
580,-0.0454649,0.0677508
581,0.2544780,0.2229500
582,-0.1895650,0.3372310
583,0.0247293,0.1424080
584,0.1340770,-0.0939752
585,0.0553093,0.1717810
586,-0.1089800,-0.0040734
587,0.0203182,0.1086960
588,0.0082083,0.0951961
589,0.0827876,0.1801880
590,0.0577314,0.0671519
591,-0.1285670,-0.0490711
592,0.0428987,0.0396989
593,-0.0075495,-0.0147579
594,0.0471223,0.0364480
595,-0.1744120,-0.1131080
596,-0.1332980,-0.2027950
597,-0.1284770,-0.4132310
598,0.2038810,-0.1557550
599,0.0785035,-0.1568770
600,0.1101830,-0.1726200
601,-0.1667600,-0.0508263
602,0.2042570,-0.0814146
603,-0.1611190,0.0660075
604,0.0981767,-0.0931214
605,-0.1558450,0.0307339
606,0.0032278,-0.2496970
607,0.0014861,0.1695550
608,-0.0014058,0.0500118
609,0.0788851,-0.0394926
610,-0.0843309,0.0608280
611,0.2028350,-0.0175287
612,0.1059920,-0.1482960
613,0.0491682,0.0951187
614,-0.1670380,0.0535941
615,-0.1931640,-0.0559572
616,0.2599530,-0.2386650
617,-0.0614717,-0.2486550
618,0.0113862,-0.3555230
619,-0.0432486,0.0040219
620,-0.0608861,0.1046680
621,-0.0257804,0.1062110
622,0.1945730,-0.0352575
623,0.0755013,-0.0909413
624,-0.1963270,0.2615410
625,-0.0740923,-0.0156096
626,-0.0058354,0.3216500
627,0.0015394,0.1724430
628,0.0710681,0.1868170
629,-0.1891640,0.1823670
630,-0.0210469,0.0709214
631,-0.0313469,0.1094210
632,-0.3109930,0.2049960
633,-0.0887259,0.1010470
634,0.1802270,0.2045940
635,-0.0023616,-0.1363380
636,0.0387583,-0.0769326
637,0.1913640,0.0422485
638,0.2041970,0.1945610
639,0.0204473,0.0782495
640,-0.2400480,0.1798610
641,0.0953292,0.0904193
642,-0.1349000,-0.0349929
643,-0.0983769,-0.0713616
644,0.0459789,0.1142060
645,0.0948860,0.0587026
646,-0.1710520,-0.0168555
647,0.1902210,0.0984439
648,0.3305380,0.0424401
649,-0.0613753,-0.0406730
650,0.0227039,-0.0683252
651,0.0016832,0.0675316
652,-0.0744977,0.1633420
653,0.2841180,0.1283230
654,-0.2256050,0.1206040
655,-0.1765370,-0.0935238
656,0.2691990,-0.0289328
657,-0.0704438,-0.2704570
658,-0.1038200,0.0587606
659,0.0384466,-0.0338617
660,-0.2830750,0.1832440
661,0.1124730,-0.0211532
662,0.1255860,-0.1421250
663,-0.1990310,0.1213680
664,0.1320380,-0.3288920
665,0.0559151,0.0703786
666,0.3798890,-0.2542740
667,0.0062618,-0.0945465
668,-0.4422840,0.0079396
669,-0.2468090,-0.0160491
670,-0.1821880,0.1065150
671,0.1871930,0.0758707
672,0.0936425,0.0589372
673,-0.0819301,-0.0899499
674,0.3737410,-0.0708206
675,-0.0478253,-0.1385860
676,-0.2071480,-0.2508210
677,0.2519750,-0.2764480
678,0.1044600,-0.3185380
679,-0.0283315,0.1330320
680,0.0613895,0.0056667
681,-0.0434659,0.0649189
682,-0.2085620,0.1031950
683,-0.2415940,-0.1731240
684,-0.0315965,-0.1812260
685,-0.0344963,0.1446800
686,0.3299930,-0.0813594
687,0.0125390,-0.1193000
688,-0.1812680,-0.2354890
689,0.1229490,-0.0151358
690,0.0334811,-0.1397100
691,-0.0074974,-0.3021900
692,-0.0859765,-0.0091307
693,0.2253200,0.1578520
694,-0.1941410,0.0449652
695,-0.1857410,-0.2109340
696,-0.1663070,-0.1282880
697,-0.1402960,-0.0300673
698,0.0166236,0.1085460
699,0.2766960,0.0937891
700,0.1177580,-0.3254880
701,0.1906530,0.1876120
702,0.0987178,-0.0390058
703,0.1488540,-0.1870220
704,-0.2257440,-0.1956660
705,0.0833203,0.2114800
706,-0.0725675,-0.1461010
707,0.1268640,0.1421850
708,0.2574840,0.1287210
709,-0.0582734,0.1705620
710,-0.0152680,0.1707620
711,-0.0093109,-0.1259200
712,0.1172960,-0.1731410
713,-0.2508150,-0.0399192
714,-0.0689278,0.1093770
715,0.1235710,-0.0131941
716,-0.3074450,0.0702163
717,0.0207029,-0.0220276
718,0.2081610,-0.0148752
719,-0.1686120,0.1146390
720,0.0674328,-0.0618011
721,0.0698277,-0.2357730
722,0.2363600,-0.2687010
723,-0.0066399,-0.2085990
724,0.0143972,0.2055710
725,-0.1495060,-0.0702589
726,0.2636990,0.2471380
727,-0.3331070,0.0225359
728,0.1275700,-0.1918320
729,0.2168810,0.1536690
730,0.0030898,-0.1662880
731,-0.2086870,0.1044260
732,-0.0744510,0.2541670
733,-0.2490970,0.1812800
734,-0.0660392,0.1307140
735,0.2163440,0.0181172
736,0.0069925,0.0638670
737,-0.2702090,0.1209290
738,0.1029700,-0.0080270
739,0.2211400,-0.1646740
740,-0.0118081,-0.0673198
741,-0.2541510,0.1312460
742,-0.0285098,-0.0285644
743,0.1428420,0.0868195
744,-0.0084270,0.1323960
745,0.2069280,0.1463580
746,0.2283560,0.1411180
747,-0.2295710,0.0881894
748,-0.0991803,-0.0588120
749,0.0904283,0.0453177
750,-0.2127230,-0.0445819
751,0.2139250,-0.0075387
752,0.0187849,-0.0971284
753,0.0793845,-0.2833420
754,0.3084790,0.0734446
755,-0.2355250,0.0466338
756,-0.4221910,0.0659105
757,-0.1448040,-0.2999150
758,0.0818300,-0.1420780
759,-0.0734331,-0.0892836
760,0.2259200,-0.0748819
761,0.2839240,0.0171367
762,-0.3918590,-0.0301436
763,-0.0063687,0.2141360
764,0.0039757,-0.0601291
765,0.1908940,0.1078230
766,0.0724500,-0.1333050
767,-0.3646290,-0.0030925
768,-0.0373632,-0.2621480
769,0.1730070,-0.0491395
770,0.2285000,-0.0398000
771,-0.1316290,0.1022750
772,-0.0592729,0.3069870
773,0.2709680,0.0495690
774,-0.2203620,-0.1069230
775,-0.0133587,0.0480573
776,-0.3503630,0.1009190
777,0.0311994,-0.0144849
778,0.3270480,-0.1769290
779,0.2365140,-0.1930270
780,0.0158702,-0.2559590
781,-0.2029180,0.0230108
782,-0.1950450,0.1867670
783,0.0065188,-0.0456186
784,-0.0268537,0.0349369
785,0.2046690,0.2752650
786,-0.0189464,0.0318867
787,-0.0686839,0.1102640
788,0.2346480,-0.0873076
789,-0.1611580,0.2818380
790,-0.2993520,0.0169470
791,0.1728620,-0.1409550
792,0.1993430,-0.0516444
793,-0.2452970,-0.0545711
794,-0.0908287,0.0438176
795,0.0533183,-0.0899142
796,-0.0627078,-0.0401769
797,0.0566161,-0.2004450
798,-0.2947130,-0.0081022
799,0.0490212,-0.0794971
800,-0.0862978,0.0792473
801,-0.1314150,0.1479990
802,-0.2298050,0.1396520
803,-0.0875306,-0.0702049
804,0.3224310,0.0051118
805,0.0719897,0.2089800
806,-0.0675042,0.1335350
807,0.0716677,-0.0003147
808,0.4630030,0.1854120
809,-0.3222650,0.0097851
810,-0.0492334,-0.1541670
811,0.2082770,-0.0947549
812,-0.2436280,-0.0073990
813,-0.0069674,0.1370510
814,0.0533290,0.2051610
815,-0.3045340,0.0378434
816,0.0272782,-0.0524659
817,0.2213080,-0.1420340
818,-0.0107051,0.1369480
819,-0.1947490,0.2481210
820,-0.0289330,0.1627580
821,0.0649689,0.0985792
822,0.1318760,0.0272817
823,-0.0576939,0.1213560
824,0.0228227,0.1377360
825,0.3221130,-0.1789740
826,-0.2747420,0.1823540
827,0.0675716,0.1391720
828,-0.1311060,-0.1450420
829,0.1299300,0.1478930
830,0.0158662,-0.2755940
831,0.2191010,-0.0100133
832,-0.0826424,0.0383529
833,-0.1835220,0.0192150
834,-0.1975960,-0.0169213
835,0.1188150,-0.0435150
836,0.1367400,0.0993315
837,-0.0754988,0.2555600
838,-0.2188640,0.2408810
839,-0.0728716,0.3472940
840,0.0576266,0.2555610
841,0.0574144,0.2215630
842,0.2491110,0.0532429
843,-0.0842924,0.1109020
844,-0.0258266,0.0034350
845,-0.1102720,-0.0638935
846,0.1334010,-0.2420910
847,0.0652780,0.0548491
848,-0.0825480,-0.1106080
849,0.0206051,0.2573640
850,0.1255000,0.0946425
851,-0.2216040,0.2720780
852,0.1116680,0.2865340
853,-0.1581730,0.1265560
854,-0.0826225,0.0642447
855,0.1213060,-0.1484800
856,-0.0201940,-0.0684252
857,0.0202785,0.0875475
858,-0.1003470,0.2405840
859,-0.1277930,0.2872170
860,0.0960830,-0.1343470
861,0.2681790,0.1480590
862,0.0222330,-0.0385699
863,0.1455120,0.1682950
864,-0.2653100,-0.0192462
865,-0.0650333,0.0271152
866,-0.2488790,0.0879787
867,-0.2185250,0.2088140
868,0.0951082,0.0035627
869,0.0198457,-0.1151750
870,0.1851450,-0.3303010
871,0.1733080,0.0123021
872,-0.0948483,-0.1772470
873,-0.0079992,-0.0717021
874,-0.0389841,-0.1296280
875,-0.0046756,0.0274112
876,0.1841000,-0.0273993
877,0.0469694,-0.0752234
878,-0.3070240,0.0476893
879,-0.0541247,-0.1364220
880,0.1877460,-0.0563728
881,-0.1497650,0.0344160
882,0.2554960,0.0549943
883,0.0760809,0.0353484
884,-0.1961840,-0.1322060
885,-0.0735238,0.0327400
886,0.0386515,-0.0188190
887,0.2575990,0.0283604
888,-0.0017983,-0.1494440
889,-0.0485462,0.2273520
890,0.0472970,0.0482133
891,-0.1538730,-0.0541498
892,-0.3686100,0.1209900
893,-0.0089965,0.1032070
894,0.3298240,0.1576140
895,-0.0239427,0.0810210
896,0.0253554,-0.0493474
897,-0.2108730,0.1467270
898,0.0995929,0.1322460
899,0.1215130,0.3632790
900,-0.0394256,0.3039050
901,-0.0758121,-0.0195889
902,-0.0760842,0.0611501
903,0.1280450,-0.1891710
904,0.1629360,0.0494140
905,0.0947378,0.2470570
906,0.1903620,0.0600864
907,-0.2760850,-0.1667800
908,-0.1901110,-0.0327841
909,0.3475880,0.2167030
910,0.2207630,-0.0333698
911,-0.1287530,0.1180590
912,0.0138817,-0.0122675
913,-0.1341200,0.1180370
914,-0.2853400,0.0421337
915,0.0338797,0.0217768
916,-0.0313561,-0.0305714
917,-0.0421710,-0.1664350
918,0.1175550,0.0247182
919,0.2753670,0.2080140
920,-0.0754132,-0.0001573
921,0.1299060,-0.0706400
922,-0.0035335,-0.0810696
923,-0.0806194,0.1837750
924,-0.1612500,0.0950537
925,-0.0958593,-0.0361340
926,-0.0065663,0.1186150
927,0.2691970,-0.0282179
928,0.0041095,-0.1333570
929,-0.1346340,0.1397440
930,0.1637290,-0.0247504
931,-0.1832580,-0.0322490
932,0.0762419,0.0784677
933,0.1086030,0.0520754
934,0.0771891,-0.0251456
