program,title,link,upvotes,bounty,vuln_type,date
Internet Bug Bounty,HTTP MitM on Flash Player settings manager allows attacker to set sandbox settings,hackerone.com/reports/54094,12,0.0,,2018-12-23
Shopify,Xss in website's link,hackerone.com/reports/54321,5,0.0,Cross-site Scripting (XSS) - Generic,2015-05-13
Mapbox,Persistent cross-site scripting (XSS) in map attribution,hackerone.com/reports/54327,7,1000.0,Cross-site Scripting (XSS) - Generic,2016-03-30
Slack,Logout any user of same team,hackerone.com/reports/54610,2,0.0,Cross-Site Request Forgery (CSRF),2015-05-05
Snapchat,Vulnerable to JavaScript injection. (WXS)  (Javascript injection)!,hackerone.com/reports/54631,14,0.0,Command Injection - Generic,2015-10-22
Snapchat,Captcha Bypass in Snapchat's Geofilter Submission Process,hackerone.com/reports/54641,9,0.0,Violation of Secure Design Principles,2015-05-04
Coinbase,Sandboxed iframes don't show confirmation screen,hackerone.com/reports/54733,3,0.0,UI Redressing (Clickjacking),2015-04-04
Shopify,Missing spf flags for myshopify.com,hackerone.com/reports/54779,8,0.0,,2015-04-16
Factlink,Frameset Proxy Problem,hackerone.com/reports/55009,1,0.0,Violation of Secure Design Principles,2015-05-09
Internet Bug Bounty,Multiple Python integer overflows,hackerone.com/reports/55017,3,0.0,,2015-02-04
Internet Bug Bounty,Segmentation fault for invalid PSS parameters,hackerone.com/reports/55018,2,0.0,,2015-03-19
Internet Bug Bounty,Free called on unitialized pointer in exif.c,hackerone.com/reports/55028,2,0.0,,2015-01-20
Internet Bug Bounty,Use after free vulnerability in unserialize() with DateTimeZone,hackerone.com/reports/55029,4,0.0,,2015-02-27
Internet Bug Bounty,SoapClient's __call() type confusion through unserialize(),hackerone.com/reports/55030,1,0.0,,2015-03-03
Internet Bug Bounty,Use after free vulnerability in unserialize(),hackerone.com/reports/55033,1,0.0,,2015-01-20
Faceless,Bypass Setup by External Activity Invoke,hackerone.com/reports/55064,2,0.0,,2015-05-09
Internet Bug Bounty,Race Conditions in OAuth 2 API implementations,hackerone.com/reports/55140,50,0.0,Improper Authentication - Generic,2017-09-19
drchrono,XML Parser Bug: XXE over which leads to RCE,hackerone.com/reports/55431,35,0.0,Code Injection,2016-06-13
X / xAI,Privacy Issue on protected tweets,hackerone.com/reports/55506,2,0.0,Improper Authentication - Generic,2015-05-14
Shopify,Open redirection in OAuth,hackerone.com/reports/55525,14,500.0,Open Redirect,2015-07-03
Shopify,Authentication Failed Mobile version,hackerone.com/reports/55530,9,500.0,Improper Authentication - Generic,2015-06-02
Shopify,Open Redirect after login at http://ecommerce.shopify.com,hackerone.com/reports/55546,6,500.0,Open Redirect,2015-10-05
Shopify,Lack of SSL Pinning on POS Application ( iOS ),hackerone.com/reports/55644,3,0.0,Cryptographic Issues - Generic,2015-05-21
X / xAI,Fabric.io:  Ex-admin of an organization can delete team members,hackerone.com/reports/55670,8,280.0,Privilege Escalation,2015-11-01
Shopify,Force 500 Internal Server Error on any shop (for one user),hackerone.com/reports/55716,7,0.0,Uncontrolled Resource Consumption,2015-06-09
Coinbase,iframes considered harmful,hackerone.com/reports/55827,1,0.0,Violation of Secure Design Principles,2015-12-01
Shopify,[persistent cross-site scripting] customers can target admins,hackerone.com/reports/55842,4,0.0,Cross-site Scripting (XSS) - Generic,2015-07-01
Shopify,CSRF token fixation in facebook store app that can lead to adding attacker to victim acc ,hackerone.com/reports/55911,4,500.0,Violation of Secure Design Principles,2015-06-25
Shopify,"Shopify android client all API request's response leakage, including access_token, cookie, response header, response body content",hackerone.com/reports/56002,8,0.0,Improper Authentication - Generic,2015-07-04
X / xAI,"Privecy Issue : view ""Protected users"" followers and following",hackerone.com/reports/56119,3,0.0,Improper Authentication - Generic,2015-05-15
Coin.Space,SMTP protection not used,hackerone.com/reports/56177,2,0.0,Improper Authentication - Generic,2015-06-10
Vimeo,May cause account take over (Via invitation page),hackerone.com/reports/56182,1,0.0,Violation of Secure Design Principles,2015-05-20
Internet Bug Bounty,Double free vulnerability in Flash Player Settings Manager (CVE-2015-0346),hackerone.com/reports/56385,35,5000.0,Memory Corruption - Generic,2019-10-18
Shopify,IDOR expire other user sessions,hackerone.com/reports/56511,29,1000.0,Improper Authentication - Generic,2015-04-17
Shopify,Shop admin can change external login services,hackerone.com/reports/56626,5,1000.0,Privilege Escalation,2015-10-02
Shopify,Payment gateway status transferred to Shopify without authentication,hackerone.com/reports/56628,7,0.0,Cross-Site Request Forgery (CSRF),2016-09-27
Shopify,XSS - URL Redirects,hackerone.com/reports/56662,4,0.0,Cross-site Scripting (XSS) - Generic,2015-05-16
Shopify,Invitation issue,hackerone.com/reports/56726,3,0.0,Privilege Escalation,2015-09-16
HackerOne,SPF whitelist of mandrill leads to email forgery,hackerone.com/reports/56742,6,0.0,Improper Authentication - Generic,2015-06-08
Shopify,XSS on support.shopify.com,hackerone.com/reports/56760,3,0.0,Cross-site Scripting (XSS) - Generic,2015-06-09
Shopify,XSS on ecommerce.shopify.com,hackerone.com/reports/56779,2,0.0,Cross-site Scripting (XSS) - Generic,2015-09-06
Whisper,Missing DMARC record,hackerone.com/reports/56793,4,0.0,Violation of Secure Design Principles,2016-10-28
Shopify,Multiple issues on Checkout Process,hackerone.com/reports/56800,3,0.0,Violation of Secure Design Principles,2015-05-21
Shopify,Notification request disclose private information about other myshopify accounts,hackerone.com/reports/56936,4,0.0,Improper Authentication - Generic,2015-09-24
Shopify,comment out causes information disclosure,hackerone.com/reports/57125,5,0.0,Information Disclosure,2015-04-19
HackerOne,Open-redirect on hackerone.com,hackerone.com/reports/57163,6,0.0,Open Redirect,2015-04-23
WordPoints,Rank Creation function not validating user inputs.,hackerone.com/reports/57263,1,0.0,Command Injection - Generic,2015-06-04
X / xAI,DOM based cookie bomb,hackerone.com/reports/57356,55,0.0,Uncontrolled Resource Consumption,2017-04-11
Shopify,XSS in experts.shopify.com,hackerone.com/reports/57459,7,0.0,Cross-site Scripting (XSS) - Generic,2015-05-19
Shopify,amazon aws s3 bucket content is public :-  http://shopify.com.s3.amazonaws.com/,hackerone.com/reports/57505,12,0.0,Memory Corruption - Generic,2015-10-15
Vimeo,API: missing invalidation of OAuth2 Authorization Code during access revocation causes authorization bypass,hackerone.com/reports/57603,8,0.0,Improper Authentication - Generic,2015-05-31
Enter,Server responds with the server error logs on account creation,hackerone.com/reports/57692,1,50.0,Information Disclosure,2015-11-26
HackerOne,Missing spf flags for hackerone.com,hackerone.com/reports/57736,5,0.0,Cryptographic Issues - Generic,2015-04-23
Coinbase,ByPassing the email Validation Email on Sign up process in mobile apps,hackerone.com/reports/57764,7,100.0,Violation of Secure Design Principles,2016-11-28
Enter,HTML injection in email sent by romit.io,hackerone.com/reports/57914,1,50.0,Command Injection - Generic,2015-11-26
Whisper,Insecure Local Data Storage  : Application stores data using a binary sqlite database,hackerone.com/reports/57918,8,50.0,Information Disclosure,2017-03-03
HackerOne,Homograph attack,hackerone.com/reports/58612,5,0.0,Violation of Secure Design Principles,2015-05-02
Shopify,Content Spoofing,hackerone.com/reports/58630,9,0.0,Violation of Secure Design Principles,2015-05-05
Shopify,SSL cookie without secure flag set,hackerone.com/reports/58679,9,0.0,Violation of Secure Design Principles,2015-07-13
Shopify,Stored XSS in the Shopify Discussion Forums,hackerone.com/reports/59015,6,500.0,Cross-site Scripting (XSS) - Generic,2015-05-31
HackerOne,Making any Report Failed to load,hackerone.com/reports/59369,6,0.0,Uncontrolled Resource Consumption,2015-05-09
HackerOne,Homograph Attack,hackerone.com/reports/59372,5,0.0,Open Redirect,2015-05-09
HackerOne,Homograph attack,hackerone.com/reports/59375,17,0.0,Violation of Secure Design Principles,2015-05-09
HackerOne,Fake URL + Additional vectors for homograph attack,hackerone.com/reports/59469,3,0.0,Violation of Secure Design Principles,2015-05-09
drchrono,Create and Update patients vulnerability,hackerone.com/reports/59505,11,0.0,Privilege Escalation,2017-03-10
drchrono,Accessing all appointments vulnerability,hackerone.com/reports/59508,6,0.0,Privilege Escalation,2016-07-21
HackerOne,Reopen Disable Accounts/ Hidden Access After Disable,hackerone.com/reports/59659,6,0.0,Improper Authentication - Generic,2015-06-08
Concrete CMS,Multiple Cross Site Request Forgery Vulnerabilities in Concrete5 version 5.7.3.1,hackerone.com/reports/59660,3,0.0,Cross-Site Request Forgery (CSRF),2016-06-26
Concrete CMS,Multiple Reflected Cross Site Scripting Vulnerabilities in Concrete5 version 5.7.3.1,hackerone.com/reports/59661,2,0.0,Cross-site Scripting (XSS) - Generic,2015-06-06
Concrete CMS,Multiple Stored Cross Site Scripting Vulnerabilities in Concrete5 version 5.7.3.1,hackerone.com/reports/59662,3,0.0,Cross-site Scripting (XSS) - Generic,2016-06-26
Concrete CMS,Sendmail Remote Code Execution Vulnerability in Concrete5 version 5.7.3.1,hackerone.com/reports/59663,3,0.0,Command Injection - Generic,2015-06-06
Concrete CMS,SQL Injection Vulnerability in Concrete5 version 5.7.3.1,hackerone.com/reports/59664,1,0.0,SQL Injection,2015-06-11
Concrete CMS,Local File Inclusion Vulnerability in Concrete5 version 5.7.3.1,hackerone.com/reports/59665,11,0.0,Violation of Secure Design Principles,2016-06-26
Concrete CMS,Unsafe usage of Host HTTP header in Concrete5 version 5.7.3.1,hackerone.com/reports/59666,3,0.0,Violation of Secure Design Principles,2018-01-11
Udemy,xss profile,hackerone.com/reports/60016,3,0.0,Cross-site Scripting (XSS) - Generic,2015-07-16
Udemy,teach.udemy.com log poison vulnerability through wordpress debug.log being publically available,hackerone.com/reports/60058,7,0.0,Code Injection,2015-06-09
Mobile Vikings,XSS Vulnerability on all pages,hackerone.com/reports/60201,2,0.0,Cross-site Scripting (XSS) - Generic,2015-05-13
Udemy,Misconfigured SPF Record Flag,hackerone.com/reports/60260,3,0.0,Violation of Secure Design Principles,2016-02-22
HackerOne,Content Spoofing - External Link Warning Page,hackerone.com/reports/60402,5,0.0,Violation of Secure Design Principles,2015-05-11
HackerOne,Logical Issue (Boosting Reputation points),hackerone.com/reports/60429,6,0.0,,2015-07-21
Slack,"Bypass of the SSRF protection (Slack commands, Phabricator integration)",hackerone.com/reports/61312,14,100.0,,2016-09-14
Udemy,xss on autoserch,hackerone.com/reports/61367,1,0.0,Cross-site Scripting (XSS) - Generic,2015-07-08
Udemy,leak receipt of another user,hackerone.com/reports/61371,2,0.0,Information Disclosure,2015-11-13
Concrete CMS,Multiple XSS Vulnerabilities in Concrete5 5.7.3.1,hackerone.com/reports/62294,2,0.0,Cross-site Scripting (XSS) - Generic,2015-07-15
Udemy,"Ability to add pishing links in discusion ,"" Bypassing uneductional Links  add """,hackerone.com/reports/62301,10,0.0,Information Disclosure,2016-07-09
jsDelivr,Pretty Photo Dom XSS ,hackerone.com/reports/62385,2,0.0,Cross-site Scripting (XSS) - Generic,2015-05-20
Udemy,XSS on https://www.udemy.com/asset/export.html,hackerone.com/reports/62400,3,0.0,Cross-site Scripting (XSS) - Generic,2015-10-08
Shopify,XSS in myshopify.com Admin site in TAX Overrides,hackerone.com/reports/62427,4,0.0,Cross-site Scripting (XSS) - Generic,2015-06-09
Udemy,Multiple sub domain are vulnerable because of leaking full path ,hackerone.com/reports/62778,2,0.0,Information Disclosure,2015-06-25
HackerOne,Email Notification should be get while changing Paypal Email,hackerone.com/reports/62827,5,0.0,Improper Authentication - Generic,2015-06-19
Shopify,Bulk Discount App in myshopify.com exposes http://bulkdiscounts.shopifyapps.com vulnerable to XSS,hackerone.com/reports/62861,2,0.0,Cross-site Scripting (XSS) - Generic,2015-07-23
Ruby on Rails,Changeable model ids on vanilla update can lead to severely bad side-effects,hackerone.com/reports/63131,4,0.0,Violation of Secure Design Principles,2016-02-12
HackerOne,External URL page bypass,hackerone.com/reports/63158,3,0.0,,2015-05-28
Internet Bug Bounty,"Flash Player information disclosure (etc.) CVE-2015-3044, PSIRT-3298",hackerone.com/reports/63324,8,2000.0,Information Disclosure,2019-10-18
Mavenlink,XSS in https://app.mavenlink.com/workspaces/,hackerone.com/reports/63537,3,0.0,Cross-site Scripting (XSS) - Generic,2015-06-22
HackerOne,Logic error with notifications: user that has left team continues to receive notifications and can not 'clean' this area on account,hackerone.com/reports/63729,4,500.0,Violation of Secure Design Principles,2015-06-04
HackerOne,Potential denial of service in hackerone.com/<program>/reward_settings,hackerone.com/reports/63865,5,0.0,Uncontrolled Resource Consumption,2015-06-10
Enter,Cross site scripting,hackerone.com/reports/63888,2,0.0,Cross-site Scripting (XSS) - Generic,2015-07-12
Shopify,Privilege Escalation - A `MEMBER` with no ACCESS to `ORDERS` can still access the orders by using  `Order Printer APP` ,hackerone.com/reports/64164,8,1000.0,Privilege Escalation,2016-04-20
Concrete CMS,"No csrf protection on index.php/ccm/system/user/add_group, index.php/ccm/system/user/remove_group",hackerone.com/reports/64184,1,0.0,Cross-Site Request Forgery (CSRF),2015-08-26
VK.com,Page replacement and redirect loop,hackerone.com/reports/64529,13,0.0,Violation of Secure Design Principles,2019-02-24
Legal Robot,missing SPF for legalrobot.com ,hackerone.com/reports/64561,6,0.0,Improper Authentication - Generic,2016-09-25
MapLogin,Not Completed Accounts Take Over (Urgent bug),hackerone.com/reports/64626,3,0.0,Improper Authentication - Generic,2015-06-09
Legal Robot,"Missing security headers, possible clickjacking",hackerone.com/reports/64645,5,0.0,UI Redressing (Clickjacking),2016-09-06
MapLogin,Bypass verification of email while creating account(No rate limiting enable for verification code),hackerone.com/reports/64666,13,0.0,Improper Authentication - Generic,2016-08-25
VK.com,Able to intercept app Traffic after choosing up the Secured Connection using SSL (HTTPS),hackerone.com/reports/64731,4,100.0,Information Disclosure,2017-03-03
VK.com,"Просмотр лайков и репостов фотографии, которая находятся в приватном альбоме",hackerone.com/reports/64754,13,0.0,Violation of Secure Design Principles,2019-04-26
Shopify,Header Misconfiguration - PHP API,hackerone.com/reports/64941,4,0.0,Violation of Secure Design Principles,2015-06-11
Legal Robot,Registration bypass using OAuth logical bug,hackerone.com/reports/64946,7,0.0,UI Redressing (Clickjacking),2016-09-06
VK.com,API: Bug in method auth.validatePhone,hackerone.com/reports/64963,3,0.0,,2015-07-17
Coinbase,Big Bug with Vault which i have already reported: Case #606962,hackerone.com/reports/65084,1,0.0,,2016-01-20
Legal Robot,CSRF,hackerone.com/reports/65167,7,0.0,Cross-Site Request Forgery (CSRF),2016-09-09
Mapbox,Stored Cross-Site Scripting in Map Share Page,hackerone.com/reports/65284,4,0.0,Cross-site Scripting (XSS) - Generic,2016-04-19
VK.com,XSS on added name album on videos.,hackerone.com/reports/65324,2,0.0,Cross-site Scripting (XSS) - Generic,2015-06-26
VK.com,Не достаточная проверка логина скайп,hackerone.com/reports/65330,1,100.0,Command Injection - Generic,2015-10-30
Concrete CMS,"No CSRF protection when creating new community points actions, and related stored XSS",hackerone.com/reports/65808,2,0.0,Cross-site Scripting (XSS) - Generic,2015-08-26
Coinbase,OAuth authorization page vulnerable to clickjacking,hackerone.com/reports/65825,15,5000.0,Improper Authentication - Generic,2016-02-07
VK.com,Уязвимость приватных записей пользователя (личных),hackerone.com/reports/65966,9,400.0,Information Disclosure,2017-02-09
VK.com,XSS at http://vk.com on IE using flash files,hackerone.com/reports/66121,2,500.0,Cross-site Scripting (XSS) - Generic,2015-10-30
HackerOne,Invitation is not properly cancelled while inviting to bug reports.,hackerone.com/reports/66151,6,0.0,Improper Authentication - Generic,2015-07-10
Coinbase,Two-factor authentication (via SMS),hackerone.com/reports/66223,5,0.0,Improper Authentication - Generic,2015-06-16
VK.com,Уязвимость в Указание мест на фото + фича + хакинг,hackerone.com/reports/66235,3,200.0,Code Injection,2015-09-07
HackerOne,mailto: link injection on https://hackerone.com/directory,hackerone.com/reports/66262,5,0.0,Violation of Secure Design Principles,2015-06-10
Legal Robot,No valid SPF record,hackerone.com/reports/66385,5,0.0,Improper Authentication - Generic,2016-09-19
Shopify,[www.*.myshopify.com] CRLF Injection,hackerone.com/reports/66386,5,500.0,,2015-06-10
Yelp,[engineeringblog.yelp.com] CRLF Injection,hackerone.com/reports/66391,14,0.0,,2017-11-09
LibSass,type confusion in Sass::ParserState::ParserState(Sass::ParserState const&),hackerone.com/reports/66724,1,0.0,Memory Corruption - Generic,2015-06-11
Legal Robot,- Guessing registered users in legalrobot.com,hackerone.com/reports/66845,7,0.0,Improper Authentication - Generic,2016-09-16
Internet Bug Bounty,Misusing of FPU Instruction Could Cause Security Vulnerabilities in Adobe Flash Player,hackerone.com/reports/66962,2,0.0,Memory Corruption - Generic,2019-11-12
Slack,Link vulnerability leads to phishing attacks,hackerone.com/reports/66994,1,0.0,,2015-07-13
Shopify,XSS at importing Product List,hackerone.com/reports/67125,3,500.0,Cross-site Scripting (XSS) - Generic,2015-06-17
Shopify,XSS at Bulk editing products,hackerone.com/reports/67132,3,500.0,Cross-site Scripting (XSS) - Generic,2015-06-17
Shopify,Expire User Sessions in Admin Site does not expire user session in Shopify Application in IOS,hackerone.com/reports/67220,3,0.0,Improper Authentication - Generic,2015-07-15
VK.com,Уязвимость получения всех номеров телефонов вк (по совместительству логинов профилей),hackerone.com/reports/67317,8,200.0,Code Injection,2017-02-13
Shopify,SSRF via 'Add Image from URL' feature,hackerone.com/reports/67377,9,0.0,Violation of Secure Design Principles,2015-07-15
Shopify,SSRF via 'Insert Image' feature of Products/Collections/Frontpage,hackerone.com/reports/67389,5,0.0,Violation of Secure Design Principles,2015-08-24
Shopify,Bypass access restrictions from API,hackerone.com/reports/67557,4,1000.0,Improper Authentication - Generic,2015-09-18
VK.com,Issue in the implementation of captcha and race condition,hackerone.com/reports/67562,14,0.0,Violation of Secure Design Principles,2016-09-29
Automattic,Verification code issues for Two-Step Authentication,hackerone.com/reports/67660,5,0.0,Improper Authentication - Generic,2015-09-20
HackerOne,Redirection Page throwing error instead of redirecting to site,hackerone.com/reports/67929,3,0.0,Violation of Secure Design Principles,2016-05-25
Airbnb,authenticity_token is not random across page loads,hackerone.com/reports/71006,4,0.0,Cross-Site Request Forgery (CSRF),2015-08-12
VK.com,Отвязываем Twitter от любого профиля вк ! + несколько багов по дизайну,hackerone.com/reports/71337,4,250.0,Cross-Site Request Forgery (CSRF),2016-04-04
Shopify,XSS in Myshopify Admin Site in DISCOUNTS,hackerone.com/reports/71614,2,0.0,Cross-site Scripting (XSS) - Generic,2015-07-20
Shopify,XSS at Bulk editing ProductVariants,hackerone.com/reports/72331,2,500.0,Cross-site Scripting (XSS) - Generic,2015-06-25
ThisData,Xss via Dropbox,hackerone.com/reports/72526,1,0.0,Cross-site Scripting (XSS) - Generic,2016-03-07
VK.com,Уязвимость Создание фотографий без ведома пользователей,hackerone.com/reports/72775,7,300.0,Cross-Site Request Forgery (CSRF),2017-02-09
HackerOne,CSV Injection with the CVS export feature,hackerone.com/reports/72785,13,0.0,Command Injection - Generic,2015-09-21
Shopify,Prevent Shop Admin From Seeing his Installed Apps / Install Persistent Unremovable App,hackerone.com/reports/72793,4,0.0,Uncontrolled Resource Consumption,2015-09-29
Shopify,Body injection in mailto link while commenting shop blog,hackerone.com/reports/72976,2,0.0,,2015-09-10
Internet Bug Bounty,out of bounds read crashes php-cgi,hackerone.com/reports/73234,2,0.0,,2014-12-30
Internet Bug Bounty,Use After Free Vulnerability in unserialize(),hackerone.com/reports/73235,3,0.0,,2015-03-17
Internet Bug Bounty,X509_to_X509_REQ NULL pointer deref,hackerone.com/reports/73236,2,0.0,,2015-03-15
Internet Bug Bounty,Buffer Over flow when parsing tar/zip/phar in phar_set_inode,hackerone.com/reports/73237,1,1000.0,,2015-04-14
Internet Bug Bounty,Buffer Over-read in unserialize when parsing Phar,hackerone.com/reports/73238,1,1000.0,,2015-04-14
Internet Bug Bounty,ZIP Integer Overflow leads to writing past heap boundary,hackerone.com/reports/73239,1,1500.0,,2015-03-18
Internet Bug Bounty,Integer overflow in ftp_genlist() resulting in heap overflow,hackerone.com/reports/73240,1,0.0,,2015-05-12
Internet Bug Bounty,Malformed ECParameters causes infinite loop,hackerone.com/reports/73241,1,0.0,,2015-06-11
Internet Bug Bounty,libcurl: URL request injection,hackerone.com/reports/73242,1,0.0,,2015-01-08
Internet Bug Bounty,Use after free vulnerability in unserialize() with DateInterval,hackerone.com/reports/73244,3,0.0,,2015-03-17
Internet Bug Bounty,Type Confusion Vulnerability in SoapClient,hackerone.com/reports/73245,5,0.0,,2015-04-16
Internet Bug Bounty,Use-after-free in php_curl related to CURLOPT_FILE/_INFILE/_WRITEHEADER,hackerone.com/reports/73246,4,0.0,,2015-04-14
Internet Bug Bounty,php_stream_url_wrap_http_ex() type-confusion vulnerability,hackerone.com/reports/73247,3,0.0,,2015-04-14
Internet Bug Bounty,Tokenizer crash when processing undecodable source code,hackerone.com/reports/73248,2,0.0,,2015-04-21
Internet Bug Bounty,Multiple use after free bugs in element module,hackerone.com/reports/73249,2,0.0,,2015-05-18
Internet Bug Bounty,Multiple use after free bugs in heapq module,hackerone.com/reports/73250,2,0.0,,2015-05-03
Internet Bug Bounty,Multiple use after free bugs in json encoding,hackerone.com/reports/73251,2,0.0,,2015-05-03
Internet Bug Bounty,Use after free in get_filter,hackerone.com/reports/73252,2,0.0,,2015-05-03
Internet Bug Bounty,Multiple type confusions in unicode error handlers,hackerone.com/reports/73253,2,0.0,,2015-05-18
Internet Bug Bounty,str_repeat() sign mismatch based memory corruption,hackerone.com/reports/73255,1,0.0,,2015-05-12
Internet Bug Bounty,PHP yaml_parse/yaml_parse_file/yaml_parse_url Double Free,hackerone.com/reports/73256,1,1500.0,,2015-05-18
Internet Bug Bounty,PHP yaml_parse/yaml_parse_file/yaml_parse_url Unsafe Deserialization,hackerone.com/reports/73257,1,500.0,,2015-05-18
Internet Bug Bounty,Python: imageop Unsafe Arithmetic,hackerone.com/reports/73258,1,1000.0,,2015-05-31
Internet Bug Bounty,Integer overflow in _pickle.c,hackerone.com/reports/73259,1,500.0,,2015-06-27
Internet Bug Bounty,Integer overflow in _json_encode_unicode leads to crash,hackerone.com/reports/73260,1,0.0,,2015-06-27
Internet Bug Bounty,"Internet-based attacker can run Flash apps in local sandboxes by using  special URL schemes (PSIRT-3299, CVE-2015-3079)",hackerone.com/reports/73276,11,2000.0,Information Disclosure,2019-10-18
Internet Bug Bounty,pngcrush_measure_idat() off-by-one error (CVE-2015-2158),hackerone.com/reports/73429,3,0.0,Code Injection,2019-10-04
Ubiquiti Inc.,Arbritrary file Upload on AirMax,hackerone.com/reports/73480,21,0.0,Path Traversal,2016-02-13
Ubiquiti Inc.,Buffer Overflow in PHP of the AirMax Products,hackerone.com/reports/73491,4,0.0,Memory Corruption - Generic,2016-04-01
Shopify,Reflected XSS in chat,hackerone.com/reports/73566,2,0.0,Cross-site Scripting (XSS) - Generic,2015-08-11
Shopify,Attention! Remote Code Execution at http://wpt.ec2.shopify.com/,hackerone.com/reports/73567,28,0.0,Command Injection - Generic,2015-07-16
Udemy,Extremely high Course rating values could be set in order to make really high Average rating of the course. Negative values could be set to.,hackerone.com/reports/73808,5,0.0,Violation of Secure Design Principles,2015-09-25
Ubiquiti Inc.,Other Buffer Overflow in PHP of the AirMax Products,hackerone.com/reports/74004,4,0.0,Memory Corruption - Generic,2016-04-07
Ubiquiti Inc.,Yet another Buffer Overflow in PHP of the AirMax Products,hackerone.com/reports/74025,3,0.0,Memory Corruption - Generic,2016-04-07
Enter,"Potential for financial loss, negative Values for ""Buy fee"" and ""Sell Fee""",hackerone.com/reports/74147,2,250.0,Violation of Secure Design Principles,2015-11-26
DigitalSellz,Own downloading link isn't properly checked in the email template,hackerone.com/reports/74514,3,0.0,,2015-11-16
DigitalSellz,The email updates issues,hackerone.com/reports/74518,3,0.0,,2015-08-25
DigitalSellz,The product/status method CSRF,hackerone.com/reports/74595,3,0.0,Cross-Site Request Forgery (CSRF),2015-08-25
Mapbox,Disclosure of map information,hackerone.com/reports/74933,6,0.0,Improper Authentication - Generic,2016-04-19
HackerOne,Accessing title of the report of which you are marked as duplicate,hackerone.com/reports/75556,7,500.0,Improper Authentication - Generic,2015-07-17
Enter,"No rate limit which leads to ""Users information Disclosure"" including verfification documents etc.",hackerone.com/reports/75702,1,250.0,Violation of Secure Design Principles,2015-11-27
Gratipay,weak ssl cipher suites,hackerone.com/reports/76303,6,0.0,Cryptographic Issues - Generic,2015-09-13
Gratipay,"Self XSS Protection not used , I can trick users to insert JavaScript",hackerone.com/reports/76307,2,0.0,Cross-site Scripting (XSS) - Generic,2015-09-11
Zaption,XSS - Gallery Search Listing,hackerone.com/reports/76713,1,0.0,Cross-site Scripting (XSS) - Generic,2015-08-12
Zaption,Using GET method for account login with CSRF token leaking to external sites Via Referer.,hackerone.com/reports/76733,4,0.0,Information Disclosure,2016-05-02
Zaption,Open redirect filter bypass,hackerone.com/reports/76738,4,0.0,Open Redirect,2015-08-24
Zaption,Cheating at gallery rating,hackerone.com/reports/76784,2,0.0,Privilege Escalation,2015-07-22
Enter,GA code not verified on the server side allows sending Verification Documents on behalf of another user,hackerone.com/reports/77076,3,250.0,Improper Authentication - Generic,2015-11-27
Mavenlink,Open/Unvalidated Redirect Issue,hackerone.com/reports/77221,2,0.0,Open Redirect,2015-08-06
WordPoints,Weak Cryptographic Hash,hackerone.com/reports/77231,3,0.0,Violation of Secure Design Principles,2015-07-23
MapLogin,Account creation code bypass,hackerone.com/reports/77330,5,0.0,Improper Authentication - Generic,2015-07-25
ok.ru,http://217.20.144.201 privilege escalation in apache tomcat SessionEample-script,hackerone.com/reports/77679,9,0.0,Privilege Escalation,2016-08-29
Shopify,TCP Source Port Pass Firewall,hackerone.com/reports/77802,6,0.0,Improper Authentication - Generic,2015-08-11
ok.ru,SSRF/XSPA в форме загрузки видео по URL,hackerone.com/reports/77817,2,0.0,Uncontrolled Resource Consumption,2016-02-17
ok.ru,cross siite scripting in the blog ,hackerone.com/reports/77904,7,0.0,Cross-site Scripting (XSS) - Generic,2017-04-17
ok.ru,Cross site scripting On api Calculator API requests,hackerone.com/reports/78003,3,0.0,Cross-site Scripting (XSS) - Generic,2016-02-17
ok.ru,xss in group,hackerone.com/reports/78052,6,0.0,Cross-site Scripting (XSS) - Generic,2016-07-10
Internet Bug Bounty,Wrong Handling of Content-Type allows Flash injection and Rosseta flash patch bypass,hackerone.com/reports/78158,1,3000.0,Cross-site Scripting (XSS) - Generic,2019-11-12
ok.ru,"Покупка песни дешевле, чем она стоит.",hackerone.com/reports/78219,3,0.0,,2016-04-29
ok.ru,"Покупка=>скачка песен, которые не предназначены для продажи",hackerone.com/reports/78253,7,0.0,,2017-03-20
ok.ru,Stored XSS в имени песни (2) на платёжном гейте.,hackerone.com/reports/78260,5,0.0,Cross-site Scripting (XSS) - Generic,2017-03-20
ok.ru,"(URGENT!) Покупка OK дешевле, чем он стоит",hackerone.com/reports/78436,5,0.0,Violation of Secure Design Principles,2016-04-29
ok.ru,Доступ к чужим приватным фотографиям (3) через обложку видео,hackerone.com/reports/78516,3,0.0,Privilege Escalation,2016-04-29
Flox,Email spoofing configuration missing,hackerone.com/reports/78685,1,0.0,Violation of Secure Design Principles,2015-07-27
Udemy,information disclosure,hackerone.com/reports/78765,1,0.0,Information Disclosure,2016-02-07
ok.ru,Critical : Access to group videos where videos are restricted for all users(Broken authentication ),hackerone.com/reports/78781,9,0.0,Improper Authentication - Generic,2016-08-01
ok.ru,Доступ к чужим групповым беседам.,hackerone.com/reports/79046,3,0.0,Privilege Escalation,2016-04-29
Flox,Content spoofing through Referel header,hackerone.com/reports/79185,3,0.0,Violation of Secure Design Principles,2015-08-29
Slack,OSX slack:// protocol handler javascript injection,hackerone.com/reports/79348,72,0.0,Command Injection - Generic,2016-06-24
Gratipay,[gratipay.com] CRLF Injection,hackerone.com/reports/79552,6,40.0,,2015-08-20
